titles,desc,valid
Desenvolvedor Pleno,"Manutenção de sites, sistemas e aplicativos.Angular 2+, NPM ou YARN, Ionic, HTML5, CSS3, jQuery, PHP, Mysql, Google Cloud Platform(Compute Engine, SQL), Wordpress, API REST, Bootstrap, Scrum, Kanban e Jira",fullstack
Desenvolvedor Pleno,"Manutenção de sites, sistemas e aplicativos.Angular 2+, NPM ou YARN, Ionic, HTML5, CSS3, jQuery, PHP, Mysql, Google Cloud Platform(Compute Engine, SQL), Wordpress, API REST, Bootstrap, Scrum, Kanban e Jira",fullstack
Desenvolvedor web,"Líder de Desenvolvimento de Sites - Julho de 2019 à Junho de 2020Web Developer - Setembro de 2016 à Junho de 2019HTML5, CSS3, jQuery, PHP, Mysql, Google Cloud Platform (Compute Engine, SQL), Wordpress, APIREST, Bootstrap, Scrum, Kanban e Jira",fullstack
Full Stack Web Developer,"Construção de sites e manutenção em CMS Zend.HTML, CSS, jQuery, AngularJS, PHP, Mysql, Git e Bootstrap.",fullstack
Mobile Developer,"Aviation, and Aerospace Component Manufacturing",indefinido
Senior Full-stack Typescript Engineer,SaaS Geomarketing,indefinido
Co-founder | CEO,"As CEO, my mission is to provide all the tools necessary for my team to do their best.I believe that the culture of the organization is what makes it thrive, so I mull my daily tasks to keep the culture of the organization as clear as possible for all employees and partners.So, I lead the following teams under my responsability:- Sales- Marketing- Customer Success- HR- Financial ",indefinido
Nome da empresa MStech,"Project manager and technical leader, I used .NET technologies to make software for the government and some private institutions.Some of my tasks were:- Organizing and prioritizing demands from the client- Leading my team to the execution of the tasks and analysis of agile metrics- Development and maintenance of WEB applications- Development and maintenance of APIs- Publication of applications and APIs on servers ",indefinido
CTO | Head of Mobile,"head of tech, helping my teammates to develop and maintain a mobile apps and websites.",mobile
Engenheiro Backend .NET,"Implementar novas features, corrigir bugs, refatorar, documentar, estudar e aplicar padrões arquiteturais e/ou de projeto no backend da carteira digital Asaas Money utilizando:- Rest API'S com C#, .NET 6, Entity Framework Core e Dapper- PostgreSQL- Clean Code, Princípios SOLID e Arquitetura Onion- Testes automatizados- Integração com adquirente / gateway de pagamentos- Revisão de código de outros dev's- Kanban",back
Desenvolvedor FullStack,"Implementar novas funcionalidades e/ou corrigir bugs utilizando principalmente a linguagem C# se valendo de práticas S.O.L.I.D, testes unitários automatizados e abordagem DDD:- Web API's com C#, .NET e .NET Core- HTML, CSS e JavaScript- ElectronJS- Solid, Clean Code e Onion Architecture- Testes automatizados- Kanban",fullstack
Programador de Software,"Analisar, testar, projetar, programar e corrigir bugs em diversos módulos da solução ERP",indefinido
Analista em Segurança da Informação,"Definição de arquitetura, criação de softwares de integração, gerenciais e bibliotecas para uso e consumo de todos os times da empresa.Tecnologias: Python, Pip, PyTest, Gitlab, componentes AWS (api gateway, lambda, sqs, sns, esr, ecr, políticas e permissões) e Jira.",back
Engenheiro de software,"Trabalhou na equipe que fez a nova plataforma digital do banco.Programação de interfaces web e desktop, com componentes de design system, implementado de forma limpa e inteligente o que o time de research propõe (UI/UX), consumindo API REST, com funcionamento em modo offline, com foco em boas práticas e qualidade, com uso e manutenção de bibliotecas de terceiros, coberto por testes unitários e com revisão de código.Tecnologias: Vue.js com Composition API, VueX, VueRouter, VueTest, Electron, PouchDB, Docker, API/REST, HTML, JS, CSS, SCSS, Git, Jira, Office 365 e Adobe XD.",front
Desenvolvedor de front-end,"Trabalhou criando o Nexsin (nexsin.com.br), um sistema que está integrado via webservice SOAP com a Bradesco Seguros e permite realizar vistorias de seguros, integrando várias informações além de arquivos (documentos, fotos, vídeos e áudios de vistorias). Foi responsável por definir a arquitetura, monitorar e manter atualizado um ambiente com servidores Linux, com banco de dados MySQL, back-end em PHP/SlimFramework, front-end com HTML, JavaScript e CSS, acessíveis via Cloudflare além de usar ObjectStorage (S3) para armazenar arquivos.E o Nexseg (nexseg.com.br) é um sistema para corretores de seguros, com painel para captação de leads e que permite gerenciar seguros/segurados, documentos, e acompanhar vistorias de sinistros com fotos e documentos. Foi responsável por criar a arquitetura e manter servidores Linux com banco de dados PostgreSQL, back-end Java e front-end Vue.js.Tecnologias: Linux, Docker, PHP, SlimFramework, Twig, Vue.js, VueX, VueRouter, VueTest, Jest, HTML, JS, CSS, SCSS, AWS (EC2, S3, RDS e Cloudwacth), Bootstrap, Git e Trello.",fullstack
SysAdmin Linux / Network Admin,"Manutenção de datacenter com Vmware. Planejamento, instalação, configuração e manutenção de ambientes Linux com Apache, LetsEncrypt, PHP e MySQL. Análise, desenvolvimento, manutenção e suporte de sistemas administrativos, como o sistema para Balcão de Empregos web.chapeco.sc.gov.br/balcao.Tecnologias: Vmware, Linux, Docker, PHP, SlimFramework, Twig, HTML, JS, CSS, jQuery, Bootstrap, MySQL, Git e Google Suites.",fullstack
Professor,Disciplina de Simulação de Redes de Computadores,indefinido
Analista/Programador,Projetos em Delphi/PHP/HTML/JS/CSS/SQL:- Software desktop para gestão de imobiliária integrado a website- Software desktop para regulação de seguros,fullstack
Suporte Técnico,Suporte técnico a sistemas desktop de automação comercial.,indefinido
Técnico de suporte em TI,Suporte a usuários e manutenção de computadores. Manutenção de servidor Linux (com sistema Oracle/PLSQL).,indefinido
Estagiário de TI,"Suporte técnico e colaboração em projetos de pesquisas com pesquisadores Gustavo Julio Mello Monteiro de Lima e Cláudio Bellaver.Responsável por criar e atualizar a seção de licitações em www.cnpsa.embrapa.br, usando HTML, JS e CSS.",front
Full Stack Developer,"Implementar novas funcionalidades no TMS Benner (Transportation Management System), trabalhando em conjunto com Analistas desenvolvendo melhorias e novas rotinas no TMS.* .Net Developer",indefinido
Full Stack Developer,"Construção de aplicação WEB para melhorar o gerenciamento de representantes de vendas. Atuando principalmente no front-end React, construindo telas conforme especificação do UX Designer.*NodeJs, React, Typescript",fullstack
Desenvolvedor,"Atuei Desenvolvendo e mantendo sistemas web utilizando C#, Angular, Javascript e Ionic, Lider técnico apoiando os novos desenvolvedores da equipe.Tive uma atuação muito relevante na implantação de sistemas na AWS, utilizando e integrando as ferramentas com alguns dos principais recursos RDS (Postgres e Oracle), EC2 (Windows Server), S3 e Athena.Migração de front-end Adobe Flex para Angular.",back
Analista Desenvolvedor,"Desenvolvedor de sistemas web e Aplicativos mobile com as tecnologias PHP, ASP Classic e IONIC Framework.",mobile
Técnico de Informatica,"Suporte em call-center disponibilizando Mailing, emitindo relatórios em base de Dados SQL Server alimentando Planinhas em EXCEL com resultados da operação.",indefinido
Software Developer,Mostrou para mim que programar vai além escrever códigos,indefinido
Desenvolvedor de software,Tive um grande agregado profissionalmente trabalhando como analista de dados e desenvolvedor de sistemas,indefinido
Senior .NET Software Engineer,"Telefonica Project (Vivo) - .NET (Since April/2016)Full-stack development, helping to define project architecture, dealing with customers, understanding requirements and business rules of the applications, and also developing in .NET MVC using best practices, new technologies and patterns.",fullstack
.NET Software Engineer,"Petrobras Project – .NET (January/2015 to June/2015)Technical lead of 40 .NET applications. Expertise in specific fixes, evolutionary improvements and new projects. Meetings defining technologies and deliveries to customers. Reference on the team for solving issues with architecture.Petrobras Project – BI (August/2014 to January/2015)Maintenance in indicator system, developed in .NET, integrated with SAP BW and accountable in order to generate reports for president assisting in decision-making.BTG Pactual Project (November/2013 to July/2014)Development Windows Service applications using C#.NET and VB.NET creating procedures and triggers using SQL Server as the database in order to integrate to the bank's funds management system.",back
.NET Developer Analyst,"Worked with several architectures, frameworks, components and coding standards, maintaining and building new features for the performance system.Contributed in the architectural model of the first product launched by the company, “Trinks.com”.Responsible for essential systems to the company that managed internal processes and its employees. As a result, Perlink was able to decrease the time with bureaucracies, and use money to invest in new projects.",indefinido
